model_family,fourier_mode,regime,seed,test_auc,test_acc,test_f1,test_precision,test_recall,test_specificity,test_d_auc,test_d_acc,test_d_f1,test_d_precision,test_d_recall,test_d_specificity,delta_auc,delta_acc
clip,concat_frequency,finetune,2025,0.784273437933,0.712520679099,0.734775421623,0.780174223907,0.694369639178,0.736926883328,0.655198676783,0.629606423849,0.686140089419,0.667397508494,0.705965786573,0.526932295559,-0.12907476115,-0.0829142552502
clip,frequency_3,finetune,7,0.729987810663,0.667359176024,0.728153900744,0.685228079667,0.776817288802,0.520179892271,0.527446636636,0.528769366904,0.571564203657,0.597132893418,0.548095260913,0.502783433417,-0.202541174027,-0.13858980912
clip,frequency_3,finetune,42,0.736641334014,0.674240300747,0.728564166678,0.697665239966,0.762326896353,0.555797530991,0.541610142761,0.541404914618,0.609819967267,0.595452262454,0.624898174326,0.429138424267,-0.195031191253,-0.132835386129
clip,frequency_3,finetune,123,0.736354065379,0.674163355263,0.740659407959,0.681322130475,0.811318223202,0.489742532409,0.531766260764,0.531138188593,0.591878522289,0.590928630793,0.592831472519,0.448184325146,-0.204587804615,-0.143025166669
clip,frequency_3,finetune,2024,0.722070076527,0.667820848929,0.717221954495,0.700689289502,0.734553644161,0.578090770856,0.538078564082,0.523828367602,0.543626211547,0.603555763495,0.494522976664,0.563232906368,-0.183991512445,-0.143992481327
clip,frequency_3,finetune,2025,0.733020717407,0.673091614591,0.728431587406,0.695611227862,0.764502371939,0.550179119095,0.525159789604,0.529456380155,0.593124162382,0.58829296805,0.598035363458,0.437243885467,-0.207860927803,-0.143635234436
clip,magnitude,finetune,7,0.734326555974,0.676257371652,0.728643030884,0.70155331021,0.757908860032,0.566467359089,0.525740019703,0.53665078292,0.604949321237,0.591877716444,0.61861133739,0.426445194711,-0.208586536272,-0.139606588732
clip,magnitude,finetune,42,0.731112092249,0.675114181602,0.732478887773,0.693938276581,0.77555225454,0.540063400428,0.530458623466,0.5490719825,0.633650810661,0.593221189218,0.679994249844,0.373031622896,-0.200653468782,-0.126042199102
clip,magnitude,finetune,123,0.734234619393,0.669684028866,0.730734767025,0.686130158597,0.781542000096,0.519277853664,0.536053310963,0.546312937284,0.632668953947,0.590541303914,0.681268867699,0.364848844102,-0.19818130843,-0.123371091582
clip,magnitude,finetune,2024,0.733858201497,0.671200954124,0.726145789464,0.69508443829,0.760113086396,0.551648153398,0.531051184899,0.544889445828,0.62819246381,0.590983973574,0.670401073362,0.376124326693,-0.202807016598,-0.126311508296
clip,magnitude,finetune,2025,0.734316287839,0.67352031086,0.731550357469,0.69217415101,0.775676841248,0.536158861885,0.526721697767,0.543218629601,0.624171331928,0.59090870172,0.66140207964,0.384307105487,-0.207594590072,-0.130301681259
clip,none,finetune,7,0.924122685221,0.840068811247,0.847144230416,0.937354691714,0.772773012602,0.930555913507,0.75588763272,0.685446860899,0.724824986537,0.727293779369,0.722372897599,0.635795469189,-0.168235052501,-0.154621950348
clip,none,finetune,42,0.917228470643,0.833478980143,0.842066305254,0.92314989428,0.774076381235,0.91335274864,0.737048063193,0.684078330503,0.722148909739,0.728533530995,0.715875221621,0.641323677225,-0.18018040745,-0.14940064964
clip,none,finetune,123,0.920994778066,0.831093670135,0.836597971033,0.9395803227,0.753960419761,0.934808381227,0.743795570886,0.676741028981,0.707091633466,0.736011611632,0.680358426374,0.671877013479,-0.17719920718,-0.154352641154
clip,none,finetune,2024,0.913692066206,0.830170324325,0.838240221124,0.923660863646,0.767281613877,0.914731579083,0.744733861031,0.677235678522,0.707845380827,0.73596441318,0.681795965307,0.67110383753,-0.168958205175,-0.152934645803
clip,none,finetune,2025,0.921291371259,0.847367640027,0.859771461465,0.908630037568,0.815899180603,0.889680678333,0.762873702434,0.683721083612,0.739879219629,0.700195922418,0.784330825627,0.548439473209,-0.158417668825,-0.163646556415
clip,phase,finetune,7,0.640205776036,0.603422974822,0.634941514551,0.672482343989,0.601370453783,0.606182830339,0.502614517498,0.539876997148,0.641887961125,0.579683383424,0.719047390867,0.298961366975,-0.137591258538,-0.0635459776748
clip,phase,finetune,42,0.624890523456,0.57878942769,0.574072427361,0.683278870705,0.494963821937,0.69150279632,0.499755612762,0.525598113736,0.615587423176,0.574998960023,0.662341271743,0.341730883225,-0.125134910694,-0.0531913139541
clip,phase,finetune,123,0.629390855279,0.59458523636,0.648394600366,0.645006496154,0.651818486751,0.517628411639,0.497562714629,0.546060116408,0.664347515108,0.576741790265,0.783334131966,0.227017344914,-0.13182814065,-0.0485251199525
clip,phase,finetune,2024,0.612317721102,0.578981791401,0.610462189361,0.650271921652,0.575245579568,0.584005566867,0.499720721171,0.534122574156,0.640059109033,0.574646212029,0.72227706167,0.281126775083,-0.112596999932,-0.0448592172446
clip,phase,finetune,2025,0.625797988016,0.583757907523,0.591532279812,0.676469499784,0.525545066846,0.662031906394,0.497117823974,0.533463041435,0.6365399684,0.575308431758,0.71235804303,0.292917708306,-0.128680164042,-0.0502948660874
dino,complex,finetune,7,0.497149574488,0.573491181498,0.728941081134,0.573491181498,1,0,0.488440543543,0.573491181498,0.728941081134,0.573491181498,1,0,-0.00870903094467,0
dino,complex,finetune,42,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,0,0
dino,complex,finetune,123,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,0.499940584243,0.572930578685,0.727993839045,0.573462015718,0.996530739374,0.00335042911265,-5.94157565785e-05,-0.000560602812907
dino,complex,finetune,2024,0.500115003115,0.573491181498,0.728941081134,0.573491181498,1,0,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,-0.000115003114668,0
dino,complex,finetune,2025,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,0.5,0.573491181498,0.728941081134,0.573491181498,1,0,0,0
dino,concat,finetune,7,0.924502237278,0.86386145416,0.873300528895,0.936472240201,0.81811299056,0.925375634649,0.686205802496,0.638334240191,0.681070916211,0.688957963582,0.673362403565,0.591234761991,-0.238296434782,-0.225527213969
dino,concat,finetune,42,0.917016516732,0.858085046744,0.865890711915,0.945187772134,0.798869136039,0.937707791036,0.671648407703,0.62446756473,0.657644341339,0.689102631413,0.628932866932,0.618463441664,-0.24536810903,-0.233617482014
dino,concat,finetune,123,0.913154381161,0.828136765102,0.835911590613,0.923755842409,0.763323590014,0.915285688513,0.690145613927,0.637416390487,0.665408862448,0.706703007843,0.628674109924,0.649171413108,-0.223008767234,-0.190720374615
dino,concat,finetune,2024,0.906672252555,0.849148378374,0.85588873079,0.946499907098,0.781110738416,0.940632973377,0.673914234728,0.638949804064,0.673001682479,0.700172969166,0.647860462888,0.626968377104,-0.232758017828,-0.21019857431
dino,concat,finetune,2025,0.921660833758,0.85656262538,0.867501320011,0.922395085454,0.81877425847,0.907373521301,0.69488286125,0.652695565192,0.691243654202,0.705117725632,0.677905026594,0.618798484575,-0.226777972508,-0.203867060188
dino,concat_frequency,finetune,7,0.864030502498,0.790763244241,0.814994800222,0.826693482397,0.803622598112,0.773472333187,0.682108348669,0.675955085822,0.73734012269,0.688913123106,0.793090229527,0.518453132651,-0.181922153829,-0.11480815842
dino,concat_frequency,finetune,42,0.854406349024,0.786751086855,0.802644964395,0.855238198472,0.75614547894,0.827903920002,0.676880988598,0.666842542059,0.738693922242,0.67130500188,0.821122238727,0.459395376408,-0.177525360426,-0.119908544796
dino,concat_frequency,finetune,123,0.861469952328,0.778748756506,0.790725722603,0.864079986366,0.728851406392,0.845841602021,0.679668101908,0.650854369679,0.703119012235,0.686162013262,0.720935358666,0.556622252004,-0.18180185042,-0.127894386827
dino,concat_frequency,finetune,2024,0.850505646289,0.762733103596,0.774757382865,0.850312088416,0.711533854042,0.83157650576,0.672497103196,0.649222026194,0.714050816095,0.670472520446,0.763687766544,0.495309399242,-0.178008543093,-0.113511077402
dino,concat_frequency,finetune,2025,0.871276757583,0.793362902384,0.807557059278,0.866658610006,0.756001725047,0.843599391768,0.698868058901,0.671580185439,0.744112949157,0.672593980306,0.832651300973,0.455001159764,-0.172408698683,-0.121782716945
dino,frequency_3,finetune,7,0.744875926971,0.691673949007,0.721917366843,0.747694835199,0.697858066989,0.683358676323,0.535128620339,0.529643247759,0.596587159423,0.587040215223,0.606449758014,0.426367877117,-0.209747306632,-0.162030701248
dino,frequency_3,finetune,42,0.749152162994,0.663704265528,0.740588115588,0.664061371429,0.837050170109,0.430620344836,0.534888111145,0.542976800937,0.620976343498,0.59209874397,0.652815180411,0.395286203964,-0.214264051849,-0.120727464591
dino,frequency_3,finetune,123,0.777842193004,0.688030030723,0.76157632985,0.677910967867,0.86880061335,0.444962758692,0.547224975105,0.549110455242,0.643257205476,0.588788320238,0.708831280847,0.334347052911,-0.230617217899,-0.138919575481
dino,frequency_3,finetune,2024,0.761866912176,0.679835336664,0.744879234458,0.685869828212,0.814998322871,0.498092832659,0.530236470826,0.545642412351,0.64238098328,0.585459706671,0.711562604821,0.322543233422,-0.23163044135,-0.134192924313
dino,frequency_3,finetune,2025,0.78186580888,0.68711218102,0.758933751138,0.679864957135,0.85881450956,0.456238241282,0.53797717043,0.541569797798,0.643543961914,0.580734730396,0.721587042982,0.299515476405,-0.243888638451,-0.145542383221
dino,magnitude,finetune,7,0.761236827498,0.683913447323,0.748635241155,0.688163921254,0.820758062198,0.499909796139,0.541338207973,0.546807586825,0.632902826564,0.590992234398,0.681211366141,0.36608592562,-0.219898619525,-0.137105860498
dino,magnitude,finetune,42,0.762477464858,0.686018455924,0.75000218805,0.69013199752,0.821246825435,0.504188036391,0.535732232444,0.550825240317,0.65492577142,0.585360515054,0.743255546504,0.292080101028,-0.226745232414,-0.135193215607
dino,magnitude,finetune,123,0.76592807365,0.678851533688,0.746011875266,0.682610390334,0.822396856582,0.485837993866,0.538197398003,0.5449553991,0.640291958118,0.585638784025,0.706195792803,0.328148759053,-0.227730675646,-0.133896134589
dino,magnitude,finetune,2024,0.757960285488,0.66240718451,0.745274490126,0.65688302764,0.861152906225,0.395170227571,0.536637275171,0.542201849989,0.645394750846,0.580620451934,0.726436340984,0.29447694647,-0.221323010318,-0.12020533452
dino,magnitude,finetune,2025,0.759289186452,0.677713839745,0.741157307884,0.687016154111,0.804561790215,0.507151877529,0.53045329236,0.5452302044,0.650370570687,0.581625943756,0.737543725143,0.286642096853,-0.228835894092,-0.132483635344
dino,none,finetune,7,0.944841070452,0.881124723134,0.89072123279,0.941953408848,0.844774545977,0.930001804077,0.722022102495,0.67741705002,0.720375037518,0.716249502624,0.724548373185,0.614043452488,-0.222818967957,-0.203707673114
dino,none,finetune,42,0.927555336601,0.879992525296,0.887535990028,0.959379106073,0.825703196128,0.952990902296,0.703746501203,0.66488592832,0.695017581769,0.726893218105,0.665820115961,0.663629803356,-0.223808835398,-0.215106596976
dino,none,finetune,123,0.935705358753,0.866092873199,0.873684428822,0.951681218022,0.807503953232,0.944872554831,0.728556944567,0.659027079314,0.66670248258,0.758619424883,0.594652355168,0.745586453957,-0.207148414187,-0.207065793885
dino,none,finetune,2024,0.934391379899,0.885801909347,0.896379413525,0.93445282038,0.861287076525,0.918764980284,0.717184297531,0.679313206593,0.719626347858,0.721644516832,0.717619435526,0.627805984382,-0.217207082368,-0.206488702754
dino,none,finetune,2025,0.936505810313,0.868549632585,0.876141253968,0.953095071771,0.810685706071,0.9463544754,0.702197141234,0.659428295053,0.687762650032,0.725149554259,0.654041880301,0.666670962089,-0.234308669079,-0.209121337532
dino,phase,finetune,7,0.717781383822,0.651909622033,0.727311868698,0.660308178215,0.809449422589,0.440078863947,0.539341136127,0.564609474188,0.688517886492,0.583767277188,0.839081891801,0.195549083787,-0.178440247694,-0.0873001478453
dino,phase,finetune,42,0.712619353333,0.656674745942,0.723490901365,0.672241050276,0.783199961666,0.486546738486,0.540521959886,0.559619009931,0.664887788475,0.589861751152,0.761780631559,0.287788974511,-0.172097393447,-0.097055736011
dino,phase,finetune,123,0.70569924958,0.647738077572,0.727714549108,0.653582002991,0.820815563755,0.415015076931,0.518291036283,0.559498095599,0.687261489476,0.579630495021,0.843979107768,0.176979974743,-0.187408213297,-0.0882399819728
dino,phase,finetune,2024,0.705452138746,0.646105734087,0.71747867598,0.661673424134,0.783564138195,0.461276771217,0.531553248363,0.557068816743,0.676147688549,0.582195525352,0.806258086157,0.222004587511,-0.173898890383,-0.0890369173441
dino,phase,finetune,2025,0.722323313294,0.657103442211,0.737177785922,0.65768664121,0.838526043414,0.413159454653,0.536531328009,0.566994784195,0.694682994885,0.583154949738,0.858958263453,0.174415607845,-0.185791985285,-0.0901086580158
mobilenet,complex,finetune,7,0.691013164406,0.622983616108,0.601330892395,0.76393975192,0.495797594518,0.794000154635,0.538499833395,0.527213968903,0.536304537663,0.612869445232,0.476745411855,0.595074869204,-0.152513331011,-0.095769647205
mobilenet,complex,finetune,42,0.690569257711,0.616723551364,0.583177927605,0.774853476072,0.467525995496,0.817337182031,0.534012656937,0.522179535799,0.530709188466,0.607571469181,0.471110259236,0.590848174016,-0.156556600774,-0.094544015565
mobilenet,complex,finetune,123,0.680723516471,0.616360808367,0.599175404546,0.747439148436,0.499995208204,0.772828019896,0.530443403051,0.522421364463,0.530368704939,0.608148138967,0.47022856869,0.592600706167,-0.15028011342,-0.093939443904
mobilenet,complex,finetune,2024,0.687286049163,0.614244807554,0.58400061641,0.765308975673,0.472145287268,0.805314296023,0.533967907158,0.517579295069,0.516244592025,0.607457846952,0.448847572955,0.609997165022,-0.153318142005,-0.0966655124844
mobilenet,complex,finetune,2025,0.686222310427,0.612007892408,0.572903054063,0.776906289484,0.453754372514,0.82479832994,0.531811408017,0.517870588688,0.518888620758,0.606575454884,0.453351861613,0.604623592175,-0.15441090241,-0.0941373037203
mobilenet,concat,finetune,7,0.798010128754,0.70928347266,0.707725291059,0.835695270905,0.613742872203,0.837749027087,0.630783151249,0.588825317263,0.583605133971,0.696047583011,0.50243902439,0.704981830365,-0.167226977505,-0.120458155397
mobilenet,concat,finetune,42,0.804098084834,0.714196991432,0.7087773926,0.852646329632,0.606449758014,0.859075797016,0.628347858497,0.588517535326,0.583988086639,0.694899564936,0.503608222723,0.70268807505,-0.175750226336,-0.125679456105
mobilenet,concat,finetune,123,0.799822110933,0.724930886467,0.730196551984,0.834534767661,0.649048828406,0.826963222597,0.631069537624,0.59962516557,0.612975034932,0.687760795441,0.552858306579,0.662508698229,-0.168752573309,-0.125305720897
mobilenet,concat,finetune,2024,0.814399169245,0.724683561697,0.722990571515,0.854634592757,0.626489050745,0.856717610371,0.632100645931,0.596739709916,0.600069769217,0.695741749561,0.527528870574,0.689801809232,-0.182298523314,-0.127943851781
mobilenet,concat,finetune,2025,0.807953369425,0.718901658175,0.71397173552,0.85721000188,0.611749484882,0.862980335558,0.625864540154,0.596519865675,0.605354262982,0.689366391185,0.539594614021,0.673062549934,-0.182088829271,-0.1223817925
mobilenet,concat_frequency,finetune,7,0.709247349219,0.633673542295,0.613978594264,0.775860302405,0.507987924673,0.802672611531,0.602890453456,0.562411031784,0.566572669766,0.655811667444,0.498711006756,0.648063194248,-0.106356895763,-0.0712625105113
mobilenet,concat_frequency,finetune,42,0.709031886335,0.640670085245,0.633954615949,0.762347840138,0.542575111409,0.77257029458,0.607340785283,0.571248770246,0.591288220131,0.652184968159,0.540792563132,0.612200716476,-0.101691101052,-0.0694213149983
mobilenet,concat_frequency,finetune,123,0.710178478715,0.641258168588,0.638109600585,0.756994961786,0.551497436389,0.761952011546,0.604315567569,0.567104706316,0.58358974359,0.65082247509,0.528947242321,0.618411896601,-0.105862911146,-0.074153462272
mobilenet,concat_frequency,finetune,2024,0.707953746522,0.643555540899,0.646660782583,0.749308720849,0.568747903589,0.744143192186,0.602354785545,0.569127273327,0.594021874223,0.64617672574,0.549657386554,0.595306821989,-0.105598960977,-0.0744282675724
mobilenet,concat_frequency,finetune,2025,0.705705935878,0.637608754198,0.632828074708,0.755266970611,0.544549331544,0.762738073761,0.599103366103,0.567159667376,0.588747663161,0.646816518077,0.540246298337,0.603347851859,-0.106602569775,-0.070449086822
mobilenet,frequency_3,finetune,7,0.715454594491,0.650046442096,0.647960678723,0.765746693848,0.561579376108,0.769000798948,0.54834967837,0.518332261593,0.469407277351,0.637336621455,0.371517561934,0.715741862323,-0.167104916121,-0.131714180503
mobilenet,frequency_3,finetune,42,0.706941082018,0.648045859509,0.65632664452,0.745822457493,0.586007954382,0.731463106621,0.536599356551,0.516199772461,0.488951847938,0.620167596943,0.403565096555,0.667650318291,-0.170341725467,-0.131846087047
mobilenet,frequency_3,finetune,123,0.708781294374,0.648194254371,0.65203635652,0.753325545465,0.57475681633,0.746939511868,0.544106021709,0.517348458617,0.476254092837,0.630499320974,0.382644113278,0.698474266127,-0.164675272665,-0.130845795754
mobilenet,frequency_3,finetune,2024,0.724089031437,0.658158694565,0.663087931791,0.762558556763,0.586573386363,0.754413546043,0.558615108845,0.536414450362,0.529717433484,0.633293783578,0.455258996598,0.645537486147,-0.165473922593,-0.121744244203
mobilenet,frequency_3,finetune,2025,0.708468487542,0.650431169516,0.661601570605,0.743648933116,0.595859887872,0.723808664725,0.538094058413,0.525773989129,0.537822057957,0.609666646427,0.481125113805,0.585809644081,-0.170374429129,-0.124657180388
mobilenet,magnitude,finetune,7,0.713437035094,0.658070756869,0.675146597323,0.741676800587,0.619569696679,0.709839952579,0.538194232659,0.522872045156,0.52737369338,0.610499779416,0.464171737985,0.601801499961,-0.175242802435,-0.135198711713
mobilenet,magnitude,finetune,42,0.720046718898,0.659367837887,0.670210558243,0.753445635528,0.603536345776,0.734439834025,0.546006841133,0.524790186153,0.515083704888,0.620889670092,0.440088169055,0.638681992732,-0.174039877764,-0.134577651734
mobilenet,magnitude,finetune,123,0.724619101736,0.663814187648,0.677598220592,0.752848994507,0.61602376731,0.728074018711,0.542389994696,0.53291892694,0.553922546375,0.612343186065,0.505678278787,0.569547176619,-0.18222910704,-0.130895260708
mobilenet,magnitude,finetune,2024,0.710788822132,0.652805487312,0.658857837181,0.754695038971,0.584618333413,0.744491121363,0.541411531931,0.522069613679,0.51051493932,0.618590311976,0.434587186736,0.639700007732,-0.169377290201,-0.130735873634
mobilenet,magnitude,finetune,2025,0.719776440263,0.661775132319,0.677162297567,0.74808169321,0.618525085054,0.719929898714,0.542097654915,0.529626759441,0.551265985392,0.608606557377,0.50379989458,0.564354011495,-0.177678785348,-0.132148372878
mobilenet,none,finetune,7,0.850954856057,0.746024941329,0.743149352454,0.884668828161,0.640663184628,0.887696193397,0.673040136699,0.619103365266,0.617940052814,0.727403696397,0.537112463463,0.729349759027,-0.177914719358,-0.126921576063
mobilenet,none,finetune,42,0.846115215376,0.744128784756,0.740309364035,0.885647171876,0.635948056927,0.889590474472,0.671740539285,0.619306721188,0.622656105294,0.721410808286,0.547683166419,0.715612999665,-0.17437467609,-0.124822063568
mobilenet,none,finetune,123,0.844571807887,0.740105635157,0.737395109652,0.876749775501,0.636264315492,0.879732481122,0.676028837728,0.616718055258,0.606829752327,0.736956700353,0.515760218506,0.752467719904,-0.168542970159,-0.1233875799
mobilenet,none,finetune,2024,0.847269661839,0.738335889023,0.730850769135,0.89105621571,0.61947386075,0.898159841241,0.66413457183,0.614090916586,0.60964124688,0.725942696748,0.52545881451,0.733267183835,-0.183135090009,-0.124244972437
mobilenet,none,finetune,2025,0.846296576369,0.743474748141,0.738116078643,0.890307123811,0.630360822272,0.895569701812,0.665078577342,0.618850544389,0.624061495427,0.718386500924,0.551631606689,0.709234298085,-0.181217999027,-0.124624203752
mobilenet,phase,finetune,7,0.633024584892,0.565126108152,0.51568793076,0.713632282437,0.403708850448,0.782170562614,0.527243221227,0.504927259037,0.502119709708,0.593162348517,0.435305956203,0.598541274709,-0.105781363665,-0.0601988491154
mobilenet,phase,finetune,42,0.62983026762,0.557470032482,0.493937965494,0.717567567568,0.376577698979,0.80070101286,0.525343678389,0.506383727129,0.502112137306,0.595560289844,0.434012171163,0.603695781037,-0.104486589231,-0.0510863053527
mobilenet,phase,finetune,123,0.629656505689,0.549665561949,0.457862733811,0.739442639767,0.331592313959,0.842890647148,0.52137864269,0.495946621818,0.468505328798,0.592613769646,0.387378408165,0.641929331718,-0.108277862999,-0.0537189401309
mobilenet,phase,finetune,2024,0.630189305636,0.555013273096,0.476611589481,0.732198542118,0.353289568259,0.826254477977,0.524672685051,0.497567973091,0.468332344628,0.59563294229,0.385864200489,0.647766810134,-0.105516620585,-0.0574453000049
mobilenet,phase,finetune,2025,0.620681544614,0.54525768493,0.461716620367,0.718843691759,0.340073793665,0.821151516713,0.518544621989,0.49571028926,0.476295932695,0.588847961387,0.3998658297,0.624584417927,-0.102136922625,-0.0495473956702
resnet,complex,finetune,7,0.695087880819,0.638642022127,0.690955411618,0.678028800472,0.704384493747,0.550243550424,0.538465157552,0.532880454198,0.565851914285,0.605852111135,0.530806459342,0.535669183784,-0.156622723267,-0.105761567929
resnet,complex,finetune,42,0.731092506162,0.659582186021,0.742431551282,0.655762633423,0.85549858642,0.396149583774,0.550859103365,0.555315558927,0.63676401266,0.598969594595,0.6796492405,0.388134326435,-0.180233402797,-0.104266627095
resnet,complex,finetune,123,0.734442626409,0.668326490681,0.733054652423,0.68073447256,0.794086923188,0.499226824051,0.552481441317,0.55100111571,0.619103124796,0.602834754342,0.636273899085,0.43634184686,-0.181961185093,-0.117325374972
resnet,complex,finetune,2024,0.684801461706,0.63268973932,0.677455007022,0.682365294495,0.67261488332,0.579005695729,0.546568728387,0.539926462102,0.570143321505,0.61414726967,0.532023575639,0.550552820804,-0.138232733319,-0.0927632772181
resnet,complex,finetune,2025,0.65067623281,0.608506872881,0.656954484379,0.66028383899,0.653658536585,0.547795159919,0.529680092637,0.534892028997,0.596075548788,0.593760103459,0.59840912358,0.449485837994,-0.120996140173,-0.0736148438831
resnet,concat,finetune,7,0.876855947476,0.776748173919,0.779291908457,0.899785442728,0.687258613254,0.897077394913,0.656705889667,0.613695196953,0.639022561411,0.688440598442,0.596224064402,0.637187185897,-0.220150057808,-0.163052976966
resnet,concat,finetune,42,0.870857679534,0.763381644105,0.764374924746,0.891053860583,0.66923187503,0.889977062447,0.647858909175,0.587819529863,0.578383696416,0.699578403373,0.492980018209,0.715342388083,-0.222998770359,-0.175562114242
resnet,concat,finetune,123,0.871949811279,0.7626451659,0.763654473413,0.890149147093,0.668637692271,0.889049251308,0.670418529933,0.607946270068,0.629090209496,0.687623616068,0.579740284633,0.645872529059,-0.201531281346,-0.154698895832
resnet,concat,finetune,2024,0.884859399392,0.78832846928,0.795029138615,0.893967684022,0.71580813647,0.885840571119,0.703924008851,0.633854913794,0.654510566576,0.713189421338,0.604753462073,0.672985232339,-0.18093539054,-0.154473555486
resnet,concat,finetune,2025,0.85383282665,0.737599410817,0.729371085225,0.89268766477,0.616570032105,0.900337620164,0.651934556321,0.580059028179,0.567165362806,0.693524701449,0.479754660022,0.714930027577,-0.201898270328,-0.157540382639
resnet,concat_frequency,finetune,7,0.83194548693,0.741979807307,0.750700964357,0.841794990889,0.677397096171,0.828818844875,0.68952468684,0.632513863927,0.663540067933,0.698569612206,0.631855862763,0.633398623747,-0.14242080009,-0.109465943379
resnet,concat_frequency,finetune,42,0.83537595742,0.747673773132,0.761099431759,0.832671046489,0.700857731564,0.81062343754,0.682077880483,0.642230979351,0.684138252292,0.692889858662,0.675604964301,0.597355738254,-0.153298076937,-0.105442793781
resnet,concat_frequency,finetune,123,0.844204501641,0.759836655729,0.77538180005,0.836208616981,0.722804159279,0.809631195072,0.701491775114,0.653283648535,0.690455161043,0.707443866829,0.674263261297,0.625074096028,-0.142712726527,-0.106553007194
resnet,concat_frequency,finetune,2024,0.824094551432,0.737242163927,0.751370354576,0.821448471134,0.692309166707,0.797659854127,0.673497997289,0.623110026546,0.64581374929,0.700364084468,0.599147060233,0.655331048169,-0.150596554143,-0.114132137381
resnet,concat_frequency,finetune,2025,0.833079315615,0.74791010569,0.765327371055,0.820933857265,0.716776079352,0.789773459447,0.686232126194,0.649694691311,0.702737240746,0.684467783552,0.72200872107,0.552459988145,-0.146847189421,-0.0982154143789
resnet,frequency_3,finetune,7,0.755821757468,0.686441656087,0.743114184982,0.700837424199,0.790818918012,0.546094172831,0.540099327478,0.546334921708,0.635131969217,0.589438965557,0.68850448033,0.355171258473,-0.21572242999,-0.140106734379
resnet,frequency_3,finetune,42,0.748361681449,0.68340780557,0.725159480311,0.722069135896,0.728276390819,0.623076724827,0.543617945422,0.542537112456,0.61148815803,0.596052523819,0.627744501414,0.427965774078,-0.204743736027,-0.140870693114
